symbol,Name of Securities,Category,Sub-Category,Board Lot,Expiry Date,ETF / Fund Manager,Debt Securities Investor Type,Div Stock,Blue Chip,HSI
4841.HK,HK ACQ Z25,Equity Warrants (Main Board),,"57,500",15/08/2025,,,N,,N
4855.HK,TECHSTARACQ Z25,Equity Warrants (Main Board),,"55,000",22/12/2025,,,N,,N
6030.HK,CITIC SEC,Equity,Equity Securities (Main Board),500,,,,Y,,N
6033.HK,TELECOM DIGIT,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6036.HK,APEX ACE HLDG,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
6038.HK,G & M HLDGS,Equity,Equity Securities (Main Board),"10,000",,,,Y,,N
6049.HK,POLY PPT SER,Equity,Equity Securities (Main Board),200,,,,Y,,N
6055.HK,CTIHK,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6058.HK,CISI FIN,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6060.HK,ZA ONLINE,Equity,Equity Securities (Main Board),100,,,,N,,N
6063.HK,LOTUS HORIZON,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
6066.HK,CSC,Equity,Equity Securities (Main Board),500,,,,Y,,N
6068.HK,WISDOM EDU INTL,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6069.HK,SY HOLDINGS,Equity,Equity Securities (Main Board),500,,,,Y,,N
6078.HK,HYGEIA HEALTH,Equity,Equity Securities (Main Board),200,,,,N,,N
6080.HK,WING CHI HLDGS,Equity,Equity Securities (Main Board),"6,000",,,,N,,N
6083.HK,WORLD-LINK LOG,Equity,Equity Securities (Main Board),"4,000",,,,Y,,N
6088.HK,FIT HON TENG,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6090.HK,CENTURION CORP,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6093.HK,HEVOL SERVICES,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6098.HK,CG SERVICES,Equity,Equity Securities (Main Board),"1,000",,,,Y,,Y
6099.HK,CMSC,Equity,Equity Securities (Main Board),200,,,,Y,,N
6100.HK,TONGDAO LIEPIN,Equity,Equity Securities (Main Board),200,,,,N,,N
6108.HK,NEW RAY MEDIC,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
6110.HK,TOPSPORTS,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6111.HK,DAFA PPT,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6113.HK,UTS MARKETING,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
6116.HK,LA CHAPELLE,Equity,Equity Securities (Main Board),200,,,,N,,N
6117.HK,RIZHAO PORT JR,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
6118.HK,AUSTAR,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6119.HK,TIAN YUAN GP,Equity,Equity Securities (Main Board),"3,000",,,,Y,,N
6122.HK,JIUTAI RCB,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6123.HK,YTO INTL EXP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
6127.HK,JOINN,Equity,Equity Securities (Main Board),100,,,,Y,,N
6128.HK,GRAPHEX GROUP,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6133.HK,VITAL INNO,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6136.HK,KANGDA ENV,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6138.HK,HARBIN BANK,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6158.HK,ZHENRO PPT,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6160.HK,BEIGENE,Equity,Equity Securities (Main Board),100,,,,N,,N
6161.HK,TARGET INS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6162.HK,TR INTERIORS,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
6163.HK,GEMILANG INTL,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6168.HK,U-TON FUTURE,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
6169.HK,YUHUA EDU,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6178.HK,EB SECURITIES,Equity,Equity Securities (Main Board),200,,,,Y,,N
6182.HK,TWINTEK,Equity,Equity Securities (Main Board),"8,000",,,,Y,,N
6185.HK,CANSINOBIO,Equity,Equity Securities (Main Board),200,,,,Y,,N
6186.HK,CHINA FEIHE,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6188.HK,BJ DIGITAL,Equity,Equity Securities (Main Board),500,,,,N,,N
6189.HK,ADWAY,Equity,Equity Securities (Main Board),500,,,,N,,N
6190.HK,BANKOFJIUJIANG,Equity,Equity Securities (Main Board),200,,,,Y,,N
6193.HK,TAILAM TECHCON,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6196.HK,BANKOFZHENGZHOU,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6198.HK,QINGDAO PORT,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6199.HK,BANK OF GUIZHOU,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6288.HK,FAST RETAIL-DRS,Equity,Depositary Receipts,300,,,,N,,N
6600.HK,SCICLONE PHARMA,Equity,Equity Securities (Main Board),500,,,,Y,,N
6601.HK,CHEERWIN GP,Equity,Equity Securities (Main Board),500,,,,Y,,N
6606.HK,NH HEALTH,Equity,Equity Securities (Main Board),500,,,,N,,N
6608.HK,BAIRONG-W,Equity,Equity Securities (Main Board),500,,,,N,,N
6609.HK,HEARTCARE-B,Equity,Equity Securities (Main Board),50,,,,N,,N
6610.HK,FLOWING CLOUD,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6611.HK,SANXUN GROUP,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6616.HK,GLOBAL NEW MAT,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6618.HK,JD HEALTH,Equity,Equity Securities (Main Board),50,,,,N,,N
6622.HK,ZHAOKE OPHTH-B,Equity,Equity Securities (Main Board),500,,,,N,,N
6623.HK,LUFAX,Equity,Equity Securities (Main Board),100,,,,N,,N
6626.HK,YUEXIU SERVICES,Equity,Equity Securities (Main Board),500,,,,Y,,N
6628.HK,TRANSCENTA-B,Equity,Equity Securities (Main Board),500,,,,N,,N
6633.HK,QINGCI GAMES,Equity,Equity Securities (Main Board),500,,,,Y,,N
6638.HK,OCFT,Equity,Equity Securities (Main Board),500,,,,N,,N
6639.HK,ARRAIL GROUP,Equity,Equity Securities (Main Board),500,,,,N,,N
6655.HK,HUAXIN CEMENT,Equity,Equity Securities (Main Board),100,,,,Y,,N
6660.HK,AIM VACCINE,Equity,Equity Securities (Main Board),200,,,,N,,N
6661.HK,HUZHOU GAS,Equity,Equity Securities (Main Board),500,,,,N,,N
6663.HK,IWS GROUP,Equity,Equity Securities (Main Board),"10,000",,,,Y,,N
6666.HK,EVERG SERVICES,Equity,Equity Securities (Main Board),500,,,,N,,N
6667.HK,MEGA GENOMICS,Equity,Equity Securities (Main Board),200,,,,N,,N
6668.HK,E-STAR CM,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6669.HK,ACOTEC-B,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6677.HK,SINO-OCEAN SERV,Equity,Equity Securities (Main Board),500,,,,Y,,N
6680.HK,JLMAG,Equity,Equity Securities (Main Board),200,,,,Y,,N
6686.HK,NOAH HOLDINGS,Equity,Equity Securities (Main Board),20,,,,N,,N
6689.HK,HONGJIU FRUIT,Equity,Equity Securities (Main Board),100,,,,N,,N
6690.HK,HAIER SMARTHOME,Equity,Equity Securities (Main Board),200,,,,Y,,Y
6696.HK,MANY IDEA CLOUD,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6698.HK,STAR CM,Equity,Equity Securities (Main Board),400,,,,N,,N
6699.HK,ANGELALIGN,Equity,Equity Securities (Main Board),200,,,,Y,,N
6805.HK,KIMOU ENVIRON,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6806.HK,SWHY,Equity,Equity Securities (Main Board),800,,,,Y,,N
6808.HK,SUNART RETAIL,Equity,Equity Securities (Main Board),500,,,,Y,,N
6811.HK,TAI HING GROUP,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6812.HK,WINSON HLDGS HK,Equity,Equity Securities (Main Board),"5,000",,,,Y,,N
6816.HK,PROSPER CONS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6818.HK,CEB BANK,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6819.HK,INTELLICENTRICS,Equity,Equity Securities (Main Board),500,,,,N,,N
6820.HK,FRIENDTIMES,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
6821.HK,ASYMCHEM,Equity,Equity Securities (Main Board),100,,,,Y,,N
6822.HK,KING'S FLAIR,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
6823.HK,HKT-SS,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6826.HK,HAOHAI BIOTEC,Equity,Equity Securities (Main Board),100,,,,Y,,N
6828.HK,BG BLUE SKY,Equity,Equity Securities (Main Board),"8,000",,,,N,,N
6829.HK,DRAGON RISE GP,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
6830.HK,HUAZHONG IN-V,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
6833.HK,SINCO PHARMA,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
6836.HK,TIANYUN INT'L,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6837.HK,HAITONG SEC,Equity,Equity Securities (Main Board),400,,,,Y,,N
6838.HK,WINOX,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
6839.HK,YUNNAN WATER,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6855.HK,ASCENTAGE-B,Equity,Equity Securities (Main Board),100,,,,N,,N
6858.HK,HONMAGOLF,Equity,Equity Securities (Main Board),500,,,,Y,,N
6860.HK,FINGERTANGO,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6862.HK,HAIDILAO,Equity,Equity Securities (Main Board),"1,000",,,,N,,Y
6865.HK,FLAT GLASS,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6866.HK,ZUOLI M-FIN,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
6868.HK,TENFU,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6869.HK,YOFC,Equity,Equity Securities (Main Board),500,,,,Y,,N
6877.HK,CLSA PREMIUM,Equity,Equity Securities (Main Board),"5,000",,,,N,,N
6878.HK,DIFFER GP AUTO,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
6880.HK,TEMPUS HOLD,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6881.HK,CGS,Equity,Equity Securities (Main Board),500,,,,Y,,N
6882.HK,EGL HOLDINGS,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6885.HK,JINMA ENERGY,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6886.HK,HTSC,Equity,Equity Securities (Main Board),200,,,,Y,,N
6888.HK,FREETECH,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6889.HK,DYNAM JAPAN,Equity,Equity Securities (Main Board),200,,,,Y,,N
6890.HK,KANGLI INT HLDG,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
6893.HK,HINSANG GROUP,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6896.HK,GOLDEN THROAT,Equity,Equity Securities (Main Board),500,,,,Y,,N
6898.HK,CHINA ALUMCAN,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
6899.HK,OURGAME,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6900.HK,SUNKWAN PPT,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6908.HK,HG SEMI,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6909.HK,BETTERLIFE HLDG,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6913.HK,SCVE GROUP,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
6918.HK,KIDZTECH,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6919.HK,RENRUI HR,Equity,Equity Securities (Main Board),100,,,,Y,,N
6922.HK,CRYOFOCUS-B,Equity,Equity Securities (Main Board),200,,,,N,,N
6928.HK,TOMO HOLDINGS,Equity,Equity Securities (Main Board),"4,000",,,,N,,N
6929.HK,ORBUSNEICH,Equity,Equity Securities (Main Board),500,,,,N,,N
6933.HK,SINO-ENTERTAIN,Equity,Equity Securities (Main Board),"2,000",,,,N,,N
6939.HK,MEGAIN,Equity,Equity Securities (Main Board),"2,000",,,,Y,,N
6955.HK,BOAN BIOTECH,Equity,Equity Securities (Main Board),200,,,,N,,N
6958.HK,ZHENRO SERVICES,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6963.HK,SUNSHINE INS,Equity,Equity Securities (Main Board),500,,,,N,,N
6966.HK,C WAN TONG YUAN,Equity,Equity Securities (Main Board),"10,000",,,,N,,N
6968.HK,GANGLONG CHINA,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6969.HK,SMOORE INTL,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6978.HK,IMMUNOTECH-B,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6988.HK,JOY SPREADER,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
6989.HK,EXCELLENCE CM,Equity,Equity Securities (Main Board),"1,000",,,,Y,,N
6993.HK,BLUE MOON GROUP,Equity,Equity Securities (Main Board),500,,,,Y,,N
6996.HK,ANTENGENE-B,Equity,Equity Securities (Main Board),500,,,,N,,N
6998.HK,GENOR-B,Equity,Equity Securities (Main Board),500,,,,N,,N
6999.HK,LEADING HLDGS,Equity,Equity Securities (Main Board),"1,000",,,,N,,N
7200.HK,FL2 CSOP HSI,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7204.HK,XL2CSOPUSOILGAS,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7226.HK,XL2CSOPHSTECH,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7232.HK,FL2FBFTTAIWAN,Exchange Traded Products,Leveraged and Inverse,100,,Fubon Fund Management (Hong Kong) Limited,,N,,N
7233.HK,XL2CSOPCSI300,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7234.HK,XL2 BOS CHINEXT,Exchange Traded Products,Leveraged and Inverse,100,,"Bosera Asset Management (International) Co., Limited",,N,,N
7248.HK,XL2 CSOP A50,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7252.HK,XL2CSOPBROKER,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7261.HK,FL2CAMNDQ100,Exchange Traded Products,Leveraged and Inverse,100,,China Asset Management (Hong Kong) Limited,,N,,N
7266.HK,FL2CSOPNASDAQ,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7288.HK,FL2 CSOP HSCEI,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7299.HK,FL2CSOPGOLD,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7300.HK,FI CSOP HSI,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7331.HK,FICAMNDQ100,Exchange Traded Products,Leveraged and Inverse,100,,China Asset Management (Hong Kong) Limited,,N,,N
7332.HK,FIFBFTTAIWAN,Exchange Traded Products,Leveraged and Inverse,100,,Fubon Fund Management (Hong Kong) Limited,,N,,N
7333.HK,XICSOPCSI300,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7345.HK,FI CSOP OIL,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7348.HK,XI CSOP A50,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7374.HK,FI CSOPGOLD,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7500.HK,FI2 CSOP HSI,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7505.HK,XI2CSOPUSOILGAS,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7522.HK,FI2CAMNDQ100,Exchange Traded Products,Leveraged and Inverse,100,,China Asset Management (Hong Kong) Limited,,N,,N
7552.HK,XI2CSOPHSTECH,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7568.HK,FI2CSOPNASDAQ,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7588.HK,FI2 CSOP HSCEI,Exchange Traded Products,Leveraged and Inverse,100,,CSOP Asset Management Limited,,N,,N
7801.HK,INTERRA ACQ-Z,Equity,Equity Securities (Main Board),"110,000",,,,N,,N
7827.HK,VISION DEAL-Z,Equity,Equity Securities (Main Board),"110,000",,,,N,,N
7836.HK,AQUILA ACQ-Z,Equity,Equity Securities (Main Board),"105,000",,,,N,,N
7841.HK,HK ACQ-Z,Equity,Equity Securities (Main Board),"115,000",,,,N,,N
7855.HK,TECHSTARACQ-Z,Equity,Equity Securities (Main Board),"110,000",,,,N,,N
8001.HK,ORIENTSEC INT,Equity,Equity Securities (GEM),"6,000",,,,N,,N
8003.HK,GREAT WORLD,Equity,Equity Securities (GEM),"6,000",,,,N,,N
8005.HK,YUXING INFOTECH,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8006.HK,SINO SPLENDID,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8007.HK,GLOBALSTRAT,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8009.HK,CHI ENGY HOLD,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8011.HK,POLYARD PETRO,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8013.HK,ECI TECH,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8017.HK,TRADEGO,Equity,Equity Securities (GEM),"4,000",,,,Y,,N
8018.HK,FINSOFT FIN,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8019.HK,HAO WEN HLDGS,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8020.HK,UNITAS HOLD,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8021.HK,WLS HOLDINGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8023.HK,KWONG MAN KEE,Equity,Equity Securities (GEM),"6,000",,,,Y,,N
8025.HK,ACR HOLDINGS,Equity,Equity Securities (GEM),"3,000",,,,N,,N
8026.HK,CB GLOBAL,Equity,Equity Securities (GEM),"1,000",,,,N,,N
8027.HK,KPM HOLDING,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8028.HK,TIMELESS,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8029.HK,IMPERIUM FIN GP,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8030.HK,FLYING FIN,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8031.HK,ETS GROUP,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8032.HK,VIVA CHINA,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8033.HK,VODATEL NETWORK,Equity,Equity Securities (GEM),"2,000",,,,Y,,N
8035.HK,JANCO HOLDINGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8036.HK,EBROKER GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8037.HK,CH BIOTECH SER,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8039.HK,CHINA COME RIDE,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8040.HK,COOLPOINT INNO,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8041.HK,LUXEY INT'L,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8042.HK,KOS INTL,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8043.HK,ATLINKS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8045.HK,NANDASOFT,Equity,Equity Securities (GEM),"12,000",,,,N,,N
8047.HK,CHINA OCEAN GP,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8048.HK,YU TAK INT'L,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8049.HK,JILIN CHANGLONG,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8050.HK,QUANTUM THINK,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8051.HK,CIRCUTECH,Equity,Equity Securities (GEM),200,,,,N,,N
8052.HK,LUK HING ENT,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8053.HK,PIZU GROUP,Equity,Equity Securities (GEM),"20,000",,,,Y,,N
8056.HK,LIFE CONCEPTS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8057.HK,MADISON HLDG,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8059.HK,GLORY FLAME,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8060.HK,GLOBAL LINK,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8062.HK,EFT SOLUTIONS,Equity,Equity Securities (GEM),"5,000",,,,Y,,N
8063.HK,GLOBAL M HLDG,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8065.HK,KML TECH,Equity,Equity Securities (GEM),"5,000",,,,Y,,N
8066.HK,PHOENITRON HOLD,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8067.HK,OUC HOLDINGS,Equity,Equity Securities (GEM),"1,000",,,,N,,N
8069.HK,WWPKG HOLDINGS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8070.HK,KEEN OCEAN,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8071.HK,CH NETCOMTECH,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8072.HK,ROMA META GROUP,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8073.HK,SINGYES NM,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8076.HK,SING LEE,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8078.HK,C CREATIVE DIGI,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8079.HK,EASY REPAY FIN,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8080.HK,NAS HOLDINGS,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8081.HK,HANG TAI YUE GP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8082.HK,YEAH YEAH GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8083.HK,CHINA YOUZAN,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8086.HK,SINO VISION WW,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8087.HK,CHINA 33MEDIA,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8091.HK,OOH HOLDINGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8092.HK,ITE HOLDINGS,Equity,Equity Securities (GEM),"4,000",,,,Y,,N
8093.HK,MILLION STARS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8095.HK,BEIDA JADE BIRD,Equity,Equity Securities (GEM),"1,000",,,,N,,N
8096.HK,TASTY CONCEPTS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8098.HK,CL GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8100.HK,GET HOLDINGS,Equity,Equity Securities (GEM),"6,000",,,,N,,N
8103.HK,HMVOD,Equity,Equity Securities (GEM),"1,500",,,,N,,N
8106.HK,SHENGHUA LANDE,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8107.HK,VISION INT HLDG,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8109.HK,KIRIN GROUP,Equity,Equity Securities (GEM),"15,000",,,,N,,N
8111.HK,CT IND GROUP,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8112.HK,CORNERSTONE FIN,Equity,Equity Securities (GEM),"24,000",,,,N,,N
8113.HK,HI-LEVEL TECH,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8115.HK,SHANGHAI QINGPU,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8117.HK,CHI P ENERGY,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8118.HK,BORTEX GLOBAL,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8120.HK,CH DEMETER FIN,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8121.HK,GURU ONLINE,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8123.HK,SINOFORTUNE FIN,Equity,Equity Securities (GEM),"6,000",,,,N,,N
8125.HK,ROYAL CEN RES,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8126.HK,G. A. HOLDINGS,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8128.HK,CHYY GP,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8130.HK,DADI INTL GROUP,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8131.HK,ABC MULTIACTIVE,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8132.HK,CENTURY EN INTL,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8133.HK,SOLOMON WW HLDG,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8135.HK,ZMFY GLASS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8136.HK,IMS GROUP,Equity,Equity Securities (GEM),"10,000",,,,Y,,N
8137.HK,HONBRIDGE,Equity,Equity Securities (GEM),"2,000",,,,N,,N
8139.HK,CHANGAN RH,Equity,Equity Securities (GEM),500,,,,N,,N
8140.HK,BOSATECH,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8143.HK,GF HEALTHCARE,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8146.HK,GRACEWINE,Equity,Equity Securities (GEM),"10,000",,,,Y,,N
8147.HK,MILLENNIUM PG,Equity,Equity Securities (GEM),"8,000",,,,N,,N
8148.HK,AURUM PACIFIC,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8149.HK,ALTUS HLDGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8150.HK,SEAMLESS GREEN,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8151.HK,BAO SHEN HLDGS,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8152.HK,M&L HOLDINGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8153.HK,JIADING INTL GP,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8156.HK,SINOPHARM TECH,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8158.HK,CRMI,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8159.HK,CU VENTURE INV,Equity,Equity Securities (GEM),"5,000",,,,N,,N
8160.HK,GOLDWAY EDU,Equity,Equity Securities (GEM),"12,000",,,,N,,N
8161.HK,MEDINET GROUP,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8162.HK,LOCO HK,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8163.HK,MERDEKA FIN,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8166.HK,CHINA ECO-FARM,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8167.HK,NEO TELEMEDIA,Equity,Equity Securities (GEM),"4,000",,,,N,,N
8168.HK,AMASSE CAPITAL,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8169.HK,ECO-TEK HLDGS,Equity,Equity Securities (GEM),"10,000",,,,N,,N
8170.HK,ALL NATION INTL,Equity,Equity Securities (GEM),"1,000",,,,N,,N
8172.HK,LAJIN ENT,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8173.HK,HEPHAESTUS HLDG,Equity,Equity Securities (GEM),"20,000",,,,N,,N
8175.HK,C DIGITAL CUL,Equity,Equity Securities (GEM),"10,000",,,,N,,N
